0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,condition,sampleID,targetID,status,unknown
-2411,-2121,-2068,-1981,-1737,-1842,-1603,-1553,-1563,-1517,-1558,-1507,-1360,-1404,-1309,-1078,-728,-1036,-877,-709,-393,-765,-606,-568,-315,-348,-155,-267,-188,113,65,4,120,355,549,617,983,882,902,920,935,1470,1422,1260,1709,2125,1820,2069,2202,2479,3060,2990,3115,3501,3618,3714,4183,4285,4655,5039,5400,5680,6221,6437,7165,7345,8018,8493,9159,9713,10540,11338,12109,13004,13754,14642,16060,17068,18239,19651,21179,22680,24475,26076,27914,30226,32619,34725,37102,40386,43192,46595,50078,54028,57899,62658,66945,72292,77394,83586,90172,96960,104435,112457,121075,130191,140361,150902,162411,174836,188138,202147,217922,233711,250801,269965,290120,309941,331279,356064,381485,408333,435442,463991,493781,523618,556786,590578,620921,654661,688139,718332,749983,777183,804930,830146,850045,868195,884605,895491,907112,916657,925034,929604,933763,941536,943293,946641,950593,952912,953467,956475,959561,963235,961806,965424,965949,968858,970146,970553,972021,972328,972814,973513,974783,978071,977354,978782,976880,978513,979259,980887,981886,982878,983231,983216,983669,983349,983496,985432,ConditionA,known0,m20,absent,N
-1189,-1045,-940,-1054,-411,-472,-626,-549,-250,-285,-288,-10,-22,52,166,267,493,482,650,626,1021,1048,981,1054,1164,1238,967,1560,1343,1052,1725,1623,1795,1892,1781,2088,2134,2135,2485,2372,2585,2645,2627,2674,3001,2922,2802,2912,3243,3413,3446,3691,3478,4003,3891,3971,4028,4082,4146,4391,4358,4614,4825,4991,5303,5210,5535,5640,5865,5885,6130,6539,6841,6734,6869,7389,7797,7747,8462,9092,9188,9167,9798,10316,10789,11424,12208,12663,13490,13938,14875,15867,16811,17788,19184,20146,21326,23230,24349,25985,28086,30082,32308,34262,37098,39780,42608,45874,49068,53378,57424,61540,66830,72085,77612,83773,90618,97733,105465,113500,122920,132241,142177,153716,165988,178814,192118,206255,221234,237110,253762,270412,288997,306657,324037,343272,361649,380525,399330,418153,434050,449893,464785,481079,494068,507366,519328,529661,540873,549980,560180,569495,576836,586639,595103,601897,608946,615844,621061,627155,630241,637733,639743,642769,645693,652217,651343,653800,655045,655790,656379,657920,659233,658442,661158,661273,662810,665977,665581,665852,ConditionA,known0,m21,absent,N
995,1026,1043,1164,1430,1736,1324,1656,1818,1907,1997,1799,2075,2566,2370,2477,2432,2474,2847,2844,3127,2980,2851,3048,3417,3561,3723,3566,3769,3724,4060,4310,4274,4971,4428,5039,4864,4790,4954,5250,5287,5642,5571,6028,6143,6257,6462,6997,6785,7402,7650,7791,8457,8523,9073,9221,9569,9879,10818,10868,11399,12251,12366,12936,13965,14514,15472,16273,17391,18335,19006,20506,21691,23541,24702,26441,28053,29858,32119,33858,36325,38857,41986,45060,48074,52063,55623,59693,64171,69522,75220,80850,87651,94127,101431,109825,118688,128926,138848,150450,162902,176326,190440,206244,222894,241215,260923,281988,305632,330538,357198,385310,416817,446538,484396,520326,560406,601215,645229,693561,742751,792525,844379,895655,949825,1001548,1052623,1100524,1148269,1191068,1228774,1262895,1291988,1314396,1336237,1351133,1364119,1376469,1383289,1390298,1394953,1401334,1406616,1411321,1413672,1421583,1424868,1426203,1432292,1431069,1433630,1435998,1440226,1441519,1444019,1446503,1448585,1450759,1451750,1451441,1453934,1454126,1456069,1461226,1459471,1464050,1464022,1467754,1462983,1467471,1467078,1469145,1467887,1468949,1469914,1468939,1469627,1472742,1471854,1471881,ConditionA,known0,m22,absent,N
9635,9661,10970,10857,11934,12074,12827,13548,14403,14465,15541,16215,16782,17658,18361,18031,19028,19076,20147,20905,21409,21565,22402,22366,23259,23784,23913,24387,25165,25734,26146,25943,26513,27217,27216,28074,29002,29072,29235,29494,30023,29746,30426,31007,31254,30998,32032,32297,32577,33127,33361,33185,34070,34141,34223,34493,34890,34706,35803,35877,35610,36331,36532,36698,37347,37878,37876,37950,38446,38821,39234,39615,40267,40803,40785,41559,42217,42129,43249,43584,44104,44009,45042,45790,46615,46939,48288,48660,49391,51131,51540,52611,54268,54915,55858,58130,58837,61499,62797,64768,66488,68253,71614,73590,75698,78854,82320,84751,89718,93432,97098,101978,106767,113166,119178,124981,132131,139271,147669,156254,165340,176099,186324,198283,211397,224458,238748,253602,270265,286647,305059,324454,345265,365402,387786,410753,433959,458704,482530,508023,533037,558918,584688,608146,633275,656097,678350,699552,720575,738136,755237,771264,785417,799603,808886,820674,829198,839625,846065,852412,862228,867761,867922,877109,879563,883951,889300,888045,895093,893971,897563,900391,904391,906036,908212,910860,913440,917420,917459,920076,ConditionA,known0,m23,absent,N
-6005,-5447,-4592,-3858,-2728,-2091,-875,540,1034,2852,3728,4856,6521,8085,9761,11702,13134,15644,17930,20123,22716,25811,28480,32173,36010,39873,44493,48358,54256,59460,65520,72223,78945,87706,95476,105161,114829,125630,137684,150074,164647,179408,195795,213062,232230,252902,275251,299059,324091,351468,380596,411650,444034,478108,513341,551030,589670,630505,670370,707431,747547,789533,825457,859413,895114,922112,945352,967693,985650,1000071,1010150,1019981,1029871,1035677,1039655,1049519,1051768,1058402,1061750,1064018,1068090,1072907,1075741,1079313,1078506,1084168,1084966,1088407,1089024,1090588,1091001,1094098,1095048,1099169,1100048,1099201,1104740,1105161,1104378,1107207,1108974,1109922,1110089,1111755,1111183,1112225,1111656,1112951,1112786,1113630,1113838,1113392,1117809,1116703,1115111,1117797,1117265,1120845,1118980,1118062,1119168,1119603,1119459,1122568,1121104,1121611,1120189,1123054,1123849,1123348,1123364,1124486,1122804,1123531,1124812,1122181,1125185,1124579,1123007,1127580,1124842,1127042,1127740,1126664,1128270,1128718,1127411,1124936,1125040,1124379,1128861,1128421,1126746,1128040,1131702,1129074,1129991,1128327,1129431,1130189,1131193,1130869,1131209,1131662,1127907,1132042,1131103,1132286,1131200,1129990,1130601,1132005,1132289,1131453,1132330,1131342,1132490,1130343,1133117,1128391,ConditionA,known0,m24,present,N
-7575,-7310,-6770,-6611,-5983,-5656,-5061,-5127,-4437,-3965,-3549,-3519,-2950,-2486,-1895,-1411,-1543,-934,-226,-396,291,827,1240,1556,2146,2671,3236,3564,4005,4200,4501,5576,5416,5955,6630,7176,7647,8200,9089,9540,9770,10670,11449,11979,12917,13626,14369,14942,15973,16933,17777,18494,19274,20072,21421,22998,23940,25246,26885,28083,29153,30993,32785,34938,36272,39078,40669,43267,45456,48148,50212,53430,56797,59906,63119,66700,70668,75020,78879,83843,88767,93328,98713,104701,110934,117423,123711,131585,139293,146725,155677,164675,174438,184548,194806,206405,218145,231275,243593,257489,272132,287070,302785,319183,336986,354054,372558,392227,410732,431291,452119,472485,493958,516308,539502,560533,579919,601851,623557,646742,666973,685557,703706,721642,739032,753238,766702,779361,789938,800509,809352,817339,823098,829929,835917,841176,843396,849810,855069,855889,859864,863352,866115,867551,870840,872820,875785,876996,876225,880933,881989,881936,884352,887060,889693,889696,890345,891572,892338,894270,896650,896155,893303,897648,897741,897952,897417,898616,899164,900476,900680,901694,899909,903013,902216,902113,900747,899739,902196,902144,ConditionA,known0,m25,absent,N
-4694,-5077,-4632,-4862,-4527,-4245,-4079,-4216,-3913,-4137,-3655,-3543,-3630,-3171,-3122,-2842,-2801,-2802,-2865,-2902,-2747,-2404,-2527,-2191,-1835,-1902,-1610,-1403,-1210,-1083,-1158,-1130,-470,-667,-598,-162,114,-18,678,873,689,1479,1708,1767,2101,2478,2655,3395,3866,3945,4830,5557,5632,6438,7117,7646,8553,9557,10466,11188,12476,13378,14825,15850,17134,18705,20640,22283,24400,26495,28985,31199,34115,37100,40254,43469,47999,51677,55987,61071,65952,71693,78181,84382,91455,99430,107917,116984,127270,138260,149763,163092,176850,191817,207773,226028,245757,266399,289343,313914,340767,368672,399940,433965,469392,509222,549529,594184,641167,690458,743071,797649,856451,916041,978185,1037745,1100360,1156972,1215563,1269393,1316078,1356948,1392729,1416575,1439306,1452729,1465927,1476708,1486693,1495485,1496406,1503979,1509895,1514925,1519173,1524349,1524750,1532475,1535137,1538965,1538529,1544313,1540343,1546123,1546078,1548679,1548849,1550964,1553539,1554202,1555651,1556595,1557937,1560569,1559812,1564482,1562214,1562867,1563825,1563905,1566160,1564755,1566089,1567488,1568443,1566766,1565396,1567874,1564381,1569483,1568278,1568307,1569073,1567584,1569139,1571851,1570770,1569050,1569414,1571928,ConditionA,known0,m26,absent,N
-7395,-8070,-7823,-7088,-7545,-7597,-7542,-8097,-6891,-6124,-7283,-6664,-7414,-5884,-5147,-6862,-5569,-6862,-5996,-6258,-6265,-5597,-5815,-5808,-5851,-5395,-5469,-4586,-5279,-5280,-4767,-4842,-5696,-4905,-4419,-4538,-5133,-4411,-4520,-3309,-4470,-3721,-4183,-3481,-3603,-3663,-3547,-4261,-3021,-4063,-3150,-2281,-2568,-2417,-2816,-3432,-1823,-1814,-1665,-2039,-2324,-2561,-1929,-2339,-1368,-1322,-2888,-1290,-1099,-2116,-732,-346,407,-557,290,308,343,1160,761,1034,1236,1832,2777,3454,3461,3219,3182,4556,4264,5805,5324,7304,7914,7543,9070,10075,10173,11837,13587,14440,16080,16792,19020,20534,20641,23894,24787,28280,30467,32243,35852,38835,41111,44866,48339,51147,55553,59361,65347,69097,73479,80904,86181,93057,99439,106058,113394,122629,129224,139755,149076,158300,168859,179539,188326,200038,211236,221814,234562,246888,259051,270857,281957,293690,304254,312361,321292,329337,336623,342096,346800,350791,354039,357595,361117,363184,365295,366714,368068,370516,374004,374796,377556,377482,380145,381593,383813,385199,386075,387689,388053,390300,391151,391930,394141,395212,396261,396951,398051,400235,ConditionA,known0,m27,absent,N
-9114,-8509,-8866,-8702,-8269,-8335,-8151,-8131,-8131,-7953,-7781,-8278,-7523,-7605,-7249,-7452,-7616,-7387,-7224,-6918,-7053,-7182,-7215,-6802,-6811,-7029,-7217,-6501,-6532,-6269,-6764,-5800,-6449,-6137,-6404,-6291,-5742,-5809,-5562,-5692,-5229,-5122,-4984,-4972,-5077,-5175,-4788,-5132,-5006,-4679,-4407,-4667,-4239,-4377,-3772,-3846,-3705,-3252,-3389,-2622,-3295,-2482,-2126,-2527,-1791,-1651,-1767,-1155,-549,24,-26,929,1229,1473,1599,2338,2847,3733,4707,5487,6551,7119,8277,9118,10372,11604,12990,13896,15518,17457,19171,21209,22876,25341,27769,30135,33140,36660,39491,42984,46959,50920,55157,60059,65340,70802,76670,82491,89244,96811,104287,112510,121424,130649,140590,151092,162348,173653,186002,198078,211175,224786,238351,252334,266744,280848,294324,307727,320945,333100,344527,354806,363992,372103,378291,383970,389448,392766,396715,399419,400440,402570,403381,408466,408899,412011,411505,415194,417488,418750,420186,420236,422198,422375,422160,425350,425096,425896,427201,429451,431035,429521,428948,429736,432597,433040,431126,430587,433184,434700,433674,435287,435833,433911,435649,435073,435536,437388,436756,436779,ConditionA,known0,m28,absent,N
-1105,-1245,-288,314,219,925,969,2238,2666,2887,3689,4306,4996,5001,5615,6476,7246,6818,7246,8181,8419,9923,10106,10312,11326,11572,11701,12487,12853,13915,13737,14569,15779,16151,16888,17391,18007,18573,19430,20073,20730,22346,22808,23138,25175,25127,26465,27644,28703,29922,30212,32531,34198,35380,37358,39488,41717,42733,44965,47316,50309,52775,55233,58763,61999,64637,69698,72375,77248,82184,87077,92379,97395,103726,110857,117989,125751,133233,141836,151308,160820,171264,182228,194871,207560,221120,236770,251423,269528,286817,305560,326108,346930,369962,394076,417927,444657,471129,501923,532976,563488,597120,630155,664110,699221,735004,769532,803077,839521,875643,908023,940103,971442,1002949,1026793,1052886,1072825,1093437,1109295,1118329,1134064,1142692,1153012,1163819,1170959,1176149,1183980,1188638,1194567,1199792,1204321,1210659,1211934,1216377,1220706,1222545,1229475,1229510,1232593,1232144,1239093,1239078,1243918,1244794,1247276,1248741,1248506,1249445,1253597,1252925,1256621,1258170,1260235,1264553,1260231,1264309,1266672,1264902,1265834,1265602,1268756,1267645,1269752,1272917,1272314,1277073,1275606,1274843,1278648,1279328,1280915,1278865,1281888,1278570,1280785,1281724,1283932,1282321,1283129,1283689,ConditionA,known0,m29,absent,N
8708,9286,10025,11368,9466,10597,10286,11311,11127,11324,11655,12198,10966,12350,11619,11598,12445,11374,11390,11776,12178,12543,12804,11947,12966,14263,13043,12573,13078,13623,13415,14592,13905,13227,12717,13703,15348,15482,14194,15028,15466,16044,15750,14363,15820,14319,16213,15639,16652,14896,18110,17568,16207,18015,17440,17203,18628,18547,19833,19231,19184,19681,20339,20448,20891,19904,21316,20953,22736,22424,23415,22889,24752,25815,27126,26055,27351,28833,28155,30454,31036,32881,33413,34671,35999,39171,39689,42006,44209,56118,59653,61648,66021,68274,74075,78990,84139,90224,97398,103099,113262,121445,130451,139612,150935,164382,175908,190372,207875,223503,241581,259950,282875,305464,329263,355606,383168,413205,444684,479910,513923,548333,586962,623140,660138,693764,730280,761468,791925,819786,845533,867787,884422,897863,910949,918314,925217,933454,936992,940870,946179,947520,951807,955424,958570,960894,963417,964873,965120,967019,969636,969089,970638,971740,975214,974432,976246,978068,977841,978201,979742,981780,980445,982895,984183,984292,985181,987351,984057,987748,990166,989000,992139,989127,992555,990015,992022,990475,993600,993866,ConditionA,known0,m30,absent,N
-5806,-5080,-5063,-3351,-3834,-4722,-2934,-4104,-3520,-2370,-3035,-1910,-2373,-2930,-1712,-716,-2053,-2096,591,-301,552,-485,-136,975,1389,1736,887,1911,3421,2555,3603,4724,5455,5757,7355,7647,8580,9432,11162,12523,12463,12470,15311,17310,17769,18578,21764,20744,23999,26967,27215,31645,33118,36686,38232,40976,43881,47955,51547,56184,60342,64145,68620,74040,79140,84901,91587,99755,106454,114322,123273,132438,142704,151909,164568,175427,189159,202818,217918,236081,252831,272562,289703,309348,332101,354573,378317,404598,433001,461767,489239,522079,553716,588891,623403,658466,692413,730189,765989,802157,836117,873847,908051,939732,968301,996698,1022608,1045051,1067218,1085496,1098945,1109756,1122840,1130176,1138049,1143782,1148725,1155872,1158642,1160390,1166435,1169885,1173517,1173006,1176817,1177659,1179857,1181472,1184861,1183916,1183688,1187467,1188909,1189957,1191799,1191507,1193599,1192860,1196503,1196163,1198208,1197258,1198506,1201133,1198919,1201572,1201319,1201270,1203034,1203782,1205748,1205479,1206472,1205863,1205957,1207563,1207859,1208342,1206122,1206157,1209070,1209990,1208319,1209176,1208788,1209430,1209900,1210617,1211492,1211350,1209703,1211601,1210284,1212528,1211151,1210443,1210824,1213296,1213551,1213674,ConditionA,known0,m31,absent,N
-303,-531,366,465,222,823,481,619,1268,1392,1164,1043,1286,1352,1938,2228,1695,1935,2027,2240,2368,2647,2691,2652,2868,3178,2762,3135,3251,3145,3355,3755,3581,3600,3791,3810,4097,4179,4334,4337,4179,4292,4549,4755,4836,4665,4598,5082,5166,4970,5867,5359,5867,5451,5554,6144,5879,6218,6035,6184,5741,6275,6557,6726,6393,6540,6488,6586,6921,6834,7326,7322,7082,7479,7557,7464,7516,7655,7963,7564,7949,8060,8529,8181,8837,8939,8488,8963,9179,8861,9550,9362,9641,9706,9916,10409,10522,10452,10987,11639,11087,11707,12050,12331,13037,13396,13692,14683,14704,15465,15766,16704,17502,17973,18817,19861,20539,21784,23191,24452,25920,27716,28752,30615,32839,34939,37245,40105,42472,45617,48831,51625,55252,60020,64133,68261,73806,79310,85122,91251,97968,105134,112720,120433,129170,138410,147920,157302,167777,179658,190010,201647,213069,225061,236892,248097,260160,270680,281674,291808,302000,310205,318406,325875,332018,337331,342390,346797,351260,355379,358331,360497,363805,367200,369484,372423,373875,376628,379362,381662,ConditionA,known1,m0,absent,N
-1824,-1850,-1875,-1433,-1489,-1207,-1369,-1014,-920,-750,-499,-187,-158,-44,403,517,937,847,1047,1382,1624,1868,2262,2695,3189,3436,3918,4530,4955,5552,6162,6731,7249,8325,9092,9990,11352,12220,13300,14820,16168,17660,19581,21338,23164,25433,27871,30442,33593,36520,39860,43687,47614,52004,56928,62276,67754,73965,80582,87842,95891,104598,114276,124848,135502,148148,161639,176628,192540,209795,228519,249778,272456,296386,324401,353408,383848,418058,453554,493183,535324,581530,629064,678893,733025,786689,844102,901182,957042,1006916,1057866,1100030,1136575,1161356,1181373,1197570,1207949,1215599,1222845,1229761,1234643,1238666,1244040,1247714,1253087,1253783,1256053,1259601,1262686,1262666,1266646,1267738,1270557,1272366,1270771,1274577,1274971,1279181,1278749,1280682,1280923,1282989,1283190,1286037,1286332,1286121,1286051,1288842,1290294,1290822,1290392,1291654,1292847,1292996,1293792,1293382,1294561,1295284,1295416,1297064,1294998,1295887,1294856,1297798,1296191,1295705,1298286,1297310,1297971,1299224,1300169,1299374,1300702,1300744,1300832,1299243,1299881,1300128,1300885,1302559,1299631,1300771,1302290,1300803,1301387,1301579,1301877,1302188,1301649,1301239,1302086,1300836,1302403,1303403,1303574,1305227,1302019,1304403,1302796,1303911,ConditionA,known1,m1,present,N
-8239,-7658,-8104,-7774,-7443,-8078,-7475,-7325,-7402,-7281,-7132,-7119,-6735,-7023,-7005,-6741,-6837,-6426,-6400,-6256,-6524,-6274,-6391,-6208,-6053,-5887,-5916,-5656,-5648,-5669,-5436,-5714,-5287,-5250,-4865,-5398,-5230,-4638,-4755,-5119,-5001,-4692,-4450,-4588,-4737,-4198,-4295,-4139,-4483,-3674,-4192,-4192,-3742,-3716,-3667,-3663,-3543,-3070,-3306,-3102,-2607,-2495,-2646,-2035,-2466,-2892,-1763,-1504,-1391,-901,-1150,-729,-922,-74,191,447,716,1261,1386,2083,2440,3078,3175,3788,4298,5141,5951,6590,7664,8448,9362,10185,10847,12787,13894,15507,16939,18761,20636,22726,24885,27548,29747,32602,35646,38789,42859,46549,50412,54972,59456,65691,71060,76914,83629,90145,97773,106172,114823,123896,133855,144151,154773,166701,178141,191012,204678,217984,232734,247522,262465,277134,292901,308159,322704,336602,350491,363726,375335,387849,398964,408729,417647,429367,440969,449379,456674,464921,471348,479848,487028,491354,496204,501054,503084,506181,509607,512674,515885,517940,519054,522747,523754,528215,530834,531044,533149,535272,536167,539589,540462,542862,544136,544934,548562,550660,550767,550972,556332,556361,ConditionA,known1,m2,absent,N
426,765,1647,2062,3093,4027,4137,6006,5342,6850,7477,8382,9256,9224,10979,11183,12244,13606,13725,14492,14884,15180,16154,17500,17329,18773,19340,18915,20033,21048,21178,21835,22813,22615,23342,24357,24392,24439,25314,25685,25757,27335,27378,27051,27521,27984,28325,29244,29302,29742,30278,30886,30860,30602,32512,31614,32640,32181,32416,32005,32244,32984,32979,34263,33783,34082,34263,34255,34944,35232,35769,35778,35352,36820,36854,36053,36036,37021,35760,37222,37521,37964,37323,37219,38732,38722,39716,39696,40398,39817,41569,42283,42725,43255,43616,43927,44508,46026,46344,47141,48806,49259,48624,50706,52532,53965,55267,57005,58371,61610,61981,64034,66813,69117,72511,74052,78059,81623,86724,89002,94016,98713,104920,110395,116272,122661,130311,140222,148665,158121,169681,182470,194293,208581,223750,241560,259226,279136,299885,323222,348225,374705,404430,433295,464392,497631,533068,569448,606636,645655,685350,728594,767273,808007,848341,888452,925072,959225,990689,1023658,1041908,1059554,1076020,1088500,1096092,1104610,1111391,1117848,1127049,1130372,1135142,1140250,1148701,1146957,1150700,1152008,1163620,1163442,1167060,1164656,ConditionA,known1,m3,absent,N
-293,1487,1099,1133,1311,1869,1517,1595,1389,2317,1085,2288,2252,1747,2126,641,3152,2499,3079,3016,1154,3949,2257,1704,2222,3731,3836,2437,3457,1798,4099,3454,3771,3555,4149,3403,4535,5077,4497,4333,4599,4915,5860,5888,5958,6795,4817,5524,6724,5968,7241,6741,6653,6422,8354,7088,8426,8658,8596,8162,9087,9634,9461,11690,9726,11332,11055,10593,13028,13301,14339,14872,15091,15733,16600,17711,18939,19268,19966,20975,22001,22357,23278,25066,26869,26760,29932,31154,33949,34938,38821,39733,42014,44993,48776,53065,56084,59724,62972,68276,71576,77061,83522,88716,94974,102256,110470,118405,125798,137505,145663,157436,169052,181996,195498,208936,226061,241689,259421,277491,299222,319873,342294,366766,391039,418502,447089,475306,506160,536312,571523,603829,635777,667834,704490,735515,768926,800317,827634,856669,882096,905454,926621,943910,958757,969788,981213,989573,994760,1001598,1007858,1012000,1014207,1021831,1023132,1025681,1028589,1030241,1032604,1035601,1038995,1039912,1041291,1043727,1045399,1045578,1046415,1049780,1049388,1053299,1051947,1053280,1054490,1055826,1057242,1058188,1057343,1060665,1058870,1059196,ConditionA,known1,m4,absent,N
1986,2003,2063,2095,2369,2430,2491,2637,2476,2807,2694,2719,2708,3036,3172,3179,3170,3214,3170,3332,3198,3374,3693,3796,3817,3665,4072,3879,4038,4075,4319,4395,4309,4517,4566,4186,4603,4613,4637,4889,4951,4951,5287,5302,5619,5531,5386,5797,5552,5962,6000,6052,6235,6425,6716,6740,6990,7097,7454,7411,7632,8159,8291,8644,8670,9216,9652,10165,10564,11073,11605,12151,12948,13428,14216,14965,15930,17151,17942,19071,20441,21754,23671,25360,27168,29229,31572,34024,36518,39605,43073,46534,50521,54696,59320,64656,70306,76412,82836,90362,98772,107530,117325,127896,139073,151666,165741,180858,197183,215326,234466,255594,278164,301949,327807,356245,386857,418185,454766,491746,531557,572122,615983,659302,705108,750755,796877,842619,886260,924195,956935,986594,1006579,1025452,1036212,1044926,1053214,1061106,1065539,1068358,1074695,1079267,1083203,1086962,1091672,1092157,1095369,1096938,1102567,1102589,1105292,1106624,1109215,1111648,1113194,1114456,1117034,1115843,1118449,1118578,1122150,1123968,1124632,1125929,1127210,1128501,1128827,1133288,1131125,1131623,1133093,1134931,1134220,1136598,1137655,1139314,1138603,1142067,1140357,1141798,ConditionA,known1,m5,absent,N
